,Filename,instance_score,is_outlier
25,ISIC_0000037_downsampled.jpg,0.002751397,1
29,ISIC_0000042_downsampled.jpg,0.0042562964,1
30,ISIC_0000044_downsampled.jpg,0.0026411973,1
54,ISIC_0000073.jpg,0.0029225815,1
55,ISIC_0000075.jpg,0.003723609,1
69,ISIC_0000095_downsampled.jpg,0.003119142,1
74,ISIC_0000100_downsampled.jpg,0.0025954177,1
75,ISIC_0000101_downsampled.jpg,0.003054344,1
83,ISIC_0000111_downsampled.jpg,0.003523551,1
103,ISIC_0000131_downsampled.jpg,0.0029801496,1
108,ISIC_0000136_downsampled.jpg,0.0047708885,1
111,ISIC_0000177_downsampled.jpg,0.0032845791,1
122,ISIC_0000190.jpg,0.0031365575,1
123,ISIC_0000191_downsampled.jpg,0.0054572336,1
126,ISIC_0000195_downsampled.jpg,0.00387555,1
134,ISIC_0000203_downsampled.jpg,0.0043298965,1
135,ISIC_0000204_downsampled.jpg,0.002961877,1
138,ISIC_0000207_downsampled.jpg,0.004391191,1
141,ISIC_0000210.jpg,0.006148013,1
143,ISIC_0000212.jpg,0.016651979,1
145,ISIC_0000214.jpg,0.0043306146,1
146,ISIC_0000215.jpg,0.003099124,1
150,ISIC_0000219.jpg,0.0034317311,1
155,ISIC_0000224.jpg,0.0028685175,1
160,ISIC_0000229.jpg,0.009343007,1
191,ISIC_0000264.jpg,0.0030173066,1
201,ISIC_0000319.jpg,0.0026442253,1
246,ISIC_0000368.jpg,0.0029095,1
279,ISIC_0000426_downsampled.jpg,0.0029843769,1
362,ISIC_0000900_downsampled.jpg,0.0042868024,1
363,ISIC_0000999_downsampled.jpg,0.011355127,1
364,ISIC_0001163_downsampled.jpg,0.0027611281,1
366,ISIC_0001184_downsampled.jpg,0.0032488361,1
369,ISIC_0001187_downsampled.jpg,0.0057842135,1
370,ISIC_0001188_downsampled.jpg,0.0055794963,1
371,ISIC_0001191_downsampled.jpg,0.0033971341,1
375,ISIC_0001216_downsampled.jpg,0.0040332708,1
387,ISIC_0001367_downsampled.jpg,0.003318026,1
388,ISIC_0001372_downsampled.jpg,0.009311561,1
390,ISIC_0001385_downsampled.jpg,0.007797032,1
392,ISIC_0001427_downsampled.jpg,0.002619397,1
395,ISIC_0001769_downsampled.jpg,0.0034467895,1
396,ISIC_0001852_downsampled.jpg,0.0028757518,1
397,ISIC_0001871_downsampled.jpg,0.0069264453,1
399,ISIC_0002093_downsampled.jpg,0.0033386743,1
400,ISIC_0002206_downsampled.jpg,0.0026065009,1
401,ISIC_0002246_downsampled.jpg,0.003927986,1
402,ISIC_0002251_downsampled.jpg,0.0036925655,1
404,ISIC_0002353_downsampled.jpg,0.002607493,1
405,ISIC_0002374_downsampled.jpg,0.0030587048,1
406,ISIC_0002438_downsampled.jpg,0.0029071392,1
410,ISIC_0002469_downsampled.jpg,0.0026818197,1
413,ISIC_0002489_downsampled.jpg,0.0033407484,1
414,ISIC_0002616_downsampled.jpg,0.003823735,1
418,ISIC_0002806_downsampled.jpg,0.003275302,1
421,ISIC_0002871_downsampled.jpg,0.005450735,1
424,ISIC_0002948_downsampled.jpg,0.004557652,1
425,ISIC_0002975_downsampled.jpg,0.0065888776,1
427,ISIC_0003005_downsampled.jpg,0.006166795,1
429,ISIC_0003056_downsampled.jpg,0.0073466715,1
430,ISIC_0003174_downsampled.jpg,0.007818657,1
431,ISIC_0003308_downsampled.jpg,0.0028599289,1
432,ISIC_0003346_downsampled.jpg,0.006811429,1
433,ISIC_0003462_downsampled.jpg,0.0053716865,1
435,ISIC_0003559_downsampled.jpg,0.0028635273,1
438,ISIC_0003728_downsampled.jpg,0.0049855732,1
441,ISIC_0004115_downsampled.jpg,0.0052126665,1
443,ISIC_0004168_downsampled.jpg,0.00417998,1
446,ISIC_0004346_downsampled.jpg,0.0037518877,1
448,ISIC_0004985_downsampled.jpg,0.003036576,1
449,ISIC_0005000_downsampled.jpg,0.0027079035,1
451,ISIC_0005247_downsampled.jpg,0.0053396528,1
453,ISIC_0005555_downsampled.jpg,0.0063183648,1
454,ISIC_0005564_downsampled.jpg,0.0028721103,1
455,ISIC_0005620_downsampled.jpg,0.004369657,1
457,ISIC_0005666_downsampled.jpg,0.003268968,1
458,ISIC_0005787_downsampled.jpg,0.0027088039,1
460,ISIC_0006114_downsampled.jpg,0.0033852768,1
462,ISIC_0006326_downsampled.jpg,0.0032138268,1
463,ISIC_0006350_downsampled.jpg,0.0029765593,1
464,ISIC_0006612_downsampled.jpg,0.003987525,1
466,ISIC_0006671_downsampled.jpg,0.005201761,1
