,Filename,instance_score,is_outlier
1,ISIC_0000004.jpg,0.0079349475,1
9,ISIC_0000036_downsampled.jpg,0.008460741,1
11,ISIC_0000043_downsampled.jpg,0.009500662,1
16,ISIC_0000074.jpg,0.0071883257,1
20,ISIC_0000140_downsampled.jpg,0.007661437,1
34,ISIC_0000155_downsampled.jpg,0.009459589,1
38,ISIC_0000160.jpg,0.012649235,1
45,ISIC_0000167.jpg,0.006981181,1
46,ISIC_0000169.jpg,0.018084148,1
47,ISIC_0000170.jpg,0.016367633,1
64,ISIC_0000289.jpg,0.007333224,1
65,ISIC_0000290.jpg,0.0068308413,1
66,ISIC_0000293.jpg,0.008888036,1
124,ISIC_0001131_downsampled.jpg,0.01035926,1
178,ISIC_0010329.jpg,0.0075306143,1
205,ISIC_0011126.jpg,0.007781168,1
225,ISIC_0011329.jpg,0.006597066,1
390,ISIC_0014136_downsampled.jpg,0.00733841,1
493,ISIC_0014922_downsampled.jpg,0.013214956,1
499,ISIC_0014963_downsampled.jpg,0.0069431444,1
500,ISIC_0014975_downsampled.jpg,0.007020733,1
506,ISIC_0015004_downsampled.jpg,0.0069302157,1
511,ISIC_0015050_downsampled.jpg,0.009753908,1
520,ISIC_0015127_downsampled.jpg,0.00970889,1
524,ISIC_0015142_downsampled.jpg,0.016901644,1
533,ISIC_0015193_downsampled.jpg,0.0075134654,1
534,ISIC_0015200_downsampled.jpg,0.007849704,1
560,ISIC_0024545.jpg,0.0069255214,1
568,ISIC_0024640.jpg,0.0067259986,1
613,ISIC_0025097.jpg,0.007751117,1
625,ISIC_0025234.jpg,0.013968202,1
631,ISIC_0025277.jpg,0.009753947,1
635,ISIC_0025317.jpg,0.0076245307,1
697,ISIC_0026158.jpg,0.011956633,1
707,ISIC_0026268.jpg,0.006655954,1
714,ISIC_0026420.jpg,0.008997184,1
723,ISIC_0026531.jpg,0.007371997,1
737,ISIC_0026735.jpg,0.0072775655,1
779,ISIC_0027102.jpg,0.0094513,1
862,ISIC_0028086.jpg,0.010068811,1
878,ISIC_0028228.jpg,0.012802102,1
887,ISIC_0028361.jpg,0.016227677,1
973,ISIC_0029397.jpg,0.0069288104,1
989,ISIC_0029575.jpg,0.017403046,1
1000,ISIC_0029726.jpg,0.0074691065,1
1002,ISIC_0029744.jpg,0.0070527084,1
1041,ISIC_0030211.jpg,0.007315462,1
1060,ISIC_0030486.jpg,0.008867879,1
1100,ISIC_0031023.jpg,0.010334805,1
1190,ISIC_0032214.jpg,0.006839423,1
1206,ISIC_0032396.jpg,0.006721972,1
1308,ISIC_0032915.jpg,0.008897319,1
1317,ISIC_0032940.jpg,0.00861965,1
1320,ISIC_0032960.jpg,0.0074635837,1
1335,ISIC_0033023.jpg,0.0069941166,1
1393,ISIC_0033269.jpg,0.007788433,1
1395,ISIC_0033274.jpg,0.006792192,1
1399,ISIC_0033286.jpg,0.007582122,1
1401,ISIC_0033299.jpg,0.006754802,1
1405,ISIC_0033310.jpg,0.007272145,1
1430,ISIC_0033428.jpg,0.0066700173,1
1434,ISIC_0033440.jpg,0.008982885,1
1529,ISIC_0033885.jpg,0.009275823,1
1605,ISIC_0034216.jpg,0.0068719,1
1656,ISIC_0053628.jpg,0.010403513,1
1657,ISIC_0053644.jpg,0.009183427,1
1666,ISIC_0053702.jpg,0.007965696,1
1765,ISIC_0054332.jpg,0.010802326,1
1786,ISIC_0054482.jpg,0.007376738,1
1829,ISIC_0054796.jpg,0.008599323,1
1837,ISIC_0054859.jpg,0.008754077,1
1904,ISIC_0055279.jpg,0.006794091,1
1916,ISIC_0055327.jpg,0.007300951,1
1927,ISIC_0055405.jpg,0.006636469,1
1943,ISIC_0055491.jpg,0.008844629,1
1963,ISIC_0055660.jpg,0.00839885,1
2016,ISIC_0055976.jpg,0.008473459,1
2019,ISIC_0056019.jpg,0.0068288813,1
2033,ISIC_0056119.jpg,0.0078865485,1
2034,ISIC_0056127.jpg,0.00876955,1
2050,ISIC_0056209.jpg,0.006951954,1
2084,ISIC_0056496.jpg,0.006584851,1
2089,ISIC_0056537.jpg,0.011272487,1
2102,ISIC_0056638.jpg,0.0071046804,1
2144,ISIC_0056914.jpg,0.008780527,1
2172,ISIC_0057061.jpg,0.006701769,1
2183,ISIC_0057173.jpg,0.009492832,1
2197,ISIC_0057286.jpg,0.007423116,1
2198,ISIC_0057299.jpg,0.0069069713,1
2241,ISIC_0057631.jpg,0.007868451,1
2257,ISIC_0057729.jpg,0.0068652243,1
2270,ISIC_0057823.jpg,0.011927068,1
2273,ISIC_0057845.jpg,0.007956638,1
2290,ISIC_0057963.jpg,0.006855842,1
2312,ISIC_0058063.jpg,0.0103091365,1
2314,ISIC_0058087.jpg,0.007539399,1
2329,ISIC_0058177.jpg,0.00800244,1
2353,ISIC_0058362.jpg,0.009302878,1
2354,ISIC_0058366.jpg,0.0072539286,1
2389,ISIC_0058608.jpg,0.007870815,1
2408,ISIC_0058753.jpg,0.014836845,1
2420,ISIC_0058837.jpg,0.010921785,1
2468,ISIC_0059216.jpg,0.008346402,1
2505,ISIC_0059440.jpg,0.006631443,1
2586,ISIC_0060091.jpg,0.007056122,1
2604,ISIC_0060163.jpg,0.008549178,1
2605,ISIC_0060194.jpg,0.0069745625,1
2612,ISIC_0060228.jpg,0.0077150203,1
2642,ISIC_0060431.jpg,0.007364357,1
2649,ISIC_0060502.jpg,0.008907302,1
2650,ISIC_0060506.jpg,0.007352212,1
2696,ISIC_0060817.jpg,0.008529178,1
2726,ISIC_0061008.jpg,0.008214642,1
2727,ISIC_0061010.jpg,0.009838439,1
2743,ISIC_0061092.jpg,0.007919965,1
2747,ISIC_0061125.jpg,0.006717136,1
2774,ISIC_0061293.jpg,0.012332494,1
2786,ISIC_0061378.jpg,0.010811053,1
2788,ISIC_0061404.jpg,0.0075495634,1
2794,ISIC_0061448.jpg,0.0072145467,1
2807,ISIC_0061544.jpg,0.010230528,1
2826,ISIC_0061643.jpg,0.00819602,1
2845,ISIC_0061791.jpg,0.009093103,1
2869,ISIC_0061941.jpg,0.008944676,1
2902,ISIC_0062141.jpg,0.009953445,1
2910,ISIC_0062181.jpg,0.009907008,1
2912,ISIC_0062204.jpg,0.009787655,1
2925,ISIC_0062313.jpg,0.0069561587,1
2953,ISIC_0062491.jpg,0.007391917,1
2980,ISIC_0062686.jpg,0.0075875414,1
2990,ISIC_0062756.jpg,0.008252404,1
3001,ISIC_0062850.jpg,0.0069699925,1
3006,ISIC_0062914.jpg,0.0100956755,1
